from,to,dist
Madrid,Segovia,77.79601307980043
Madrid,Sevilla,390.7424524584402
Madrid,Soria,159.5409721725658
Madrid,Tarragona,398.5682508509249
Madrid,Teruel,240.25063361711082
Madrid,Toledo,86.84729134333953
Madrid,Valencia/València,302.9578741102647
Madrid,Valladolid,155.05759728017512
Madrid,Vizcaya,311.85693616571956
Madrid,Zamora,224.0044229393228
Madrid,Zaragoza,232.20888442867638
Madrid,Álava,261.03017359754443
Madrid,Ávila,109.01946583996076
Melilla,A Coruña,992.9067045016762
Melilla,Albacete,409.9350780921847
Melilla,Alicante/Alacant,423.98665224971626
Melilla,Almería,211.56208008586796
Melilla,Asturias,933.9036167406285
Melilla,Badajoz,472.3215124422349
Melilla,Barcelona,831.3951606418183
Melilla,Burgos,775.55051214488
Melilla,Cantabria,891.3838243030291
Melilla,Castellón/Castelló,590.9972524610816
Melilla,Ceuta,224.9476382829372
Melilla,Ciudad Real,409.77590822865676
Melilla,Cuenca,519.9707612992313
Melilla,Cáceres,576.0793817745393
Melilla,Cádiz,289.21115385566117
Melilla,Córdoba,331.9770055711566
Melilla,Girona,906.9405149599487
Melilla,Granada,214.29148297954424
Melilla,Guadalajara,614.6862036483562
Melilla,Guipúzcoa,875.8410345081911
Melilla,Huelva,431.2192770219913
Melilla,Huesca,804.1085854354211
Melilla,Illes Balears,706.5974671121988
Melilla,Jaén,302.1019044414757
Melilla,La Rioja,784.4096006171874
Melilla,León,841.8038094804008
Melilla,Lleida,809.4599728099628
Melilla,Lugo,946.0320240043939
Melilla,Madrid,587.8758639633505
Melilla,Melilla,0.0
Melilla,Murcia,332.79050981460915
Melilla,Málaga,226.69791471764904
Melilla,Navarra,830.08311383228
Melilla,Ourense,875.8619617359278
Melilla,Palencia,792.7569037467217
Melilla,Pontevedra,925.9854916396714
Melilla,Salamanca,666.8198183386414
Melilla,Segovia,663.3457280732439
Melilla,Sevilla,343.29856975470216
Melilla,Soria,710.5066402966476
Melilla,Tarragona,736.5172943505736
Melilla,Teruel,627.0083727492404
Melilla,Toledo,524.5971657062921
Melilla,Valencia/València,492.524711131926
Melilla,Valladolid,725.7507105975232
Melilla,Vizcaya,887.318647840555
Melilla,Zamora,759.489679530845
Melilla,Zaragoza,711.8331283229193
Melilla,Álava,831.4416184930258
Melilla,Ávila,619.7838331000082
Murcia,A Coruña,831.0857605407799
Murcia,Albacete,112.07577897479241
Murcia,Alicante/Alacant,98.40671938021761
Murcia,Almería,134.4714460202943
Murcia,Asturias,714.0137250424285
Murcia,Badajoz,428.1486498970866
Murcia,Barcelona,500.39053302687904
Murcia,Burgos,511.49922075132173
Murcia,Cantabria,627.5334227773585
Murcia,Castellón/Castelló,258.6922182472175
Murcia,Ceuta,424.94314534805955
Murcia,Ciudad Real,236.95078100833314
Murcia,Cuenca,229.86776720832341
Murcia,Cáceres,460.62576417935975
Murcia,Cádiz,418.66965959783573
Murcia,Córdoba,299.0217125990366
Murcia,Girona,577.1176876696824
Murcia,Granada,205.2739452512651
Murcia,Guadalajara,336.22828235696835
Murcia,Guipúzcoa,577.9547261430088
Murcia,Huelva,481.9481563472933
Murcia,Huesca,476.55150175136765
Murcia,Illes Balears,410.3442851031562
Murcia,Jaén,187.62351323262385
Murcia,La Rioja,496.32168836185116
Murcia,León,631.4620001322744
Murcia,Lleida,476.81412772864473
Murcia,Lugo,764.3168046475034
Murcia,Madrid,350.0066155360908
Murcia,Melilla,332.79050981460915
Murcia,Murcia,9.493529796600342e-05
Murcia,Málaga,323.18751884737765
Murcia,Navarra,524.8246637142425
Murcia,Ourense,720.4243920392696
Murcia,Palencia,552.9573690713355
Murcia,Pontevedra,785.1973560267476
Murcia,Salamanca,506.2243092201797
Murcia,Segovia,425.6801352504435
Murcia,Sevilla,393.26778003907265
Murcia,Soria,422.1979133816216
Murcia,Tarragona,403.8673324838495
Murcia,Teruel,302.647539827789
Murcia,Toledo,330.53872291554245
Murcia,Valencia/València,159.76311828023844
Murcia,Valladolid,505.05521996827105
Murcia,Vizcaya,600.5741717397782
Murcia,Zamora,568.149769108665
Murcia,Zaragoza,397.07190613626625
Murcia,Álava,543.5120634010259
Murcia,Ávila,430.369707670748
Málaga,A Coruña,776.6264249872139
Málaga,Albacete,335.4102740916116
Málaga,Alicante/Alacant,418.8902550293783
Málaga,Almería,202.58579186575844
Málaga,Asturias,739.1848648844888
Málaga,Badajoz,248.087784908259
Málaga,Barcelona,791.6848396685734
Málaga,Burgos,613.8814362453285
Málaga,Cantabria,723.4185744906725
Málaga,Castellón/Castelló,537.9405823539207
Málaga,Ceuta,116.3439868034899
Málaga,Ciudad Real,249.1179478644301
Málaga,Cuenca,408.94517318562123
Málaga,Cáceres,360.98892009463395
Málaga,Cádiz,97.43682434976184
Málaga,Córdoba,124.8422030059263
Málaga,Girona,870.5244037207138
Málaga,Granada,118.23415160023556
Málaga,Guadalajara,478.69838786874965
Málaga,Guipúzcoa,737.8834619887332
Málaga,Huelva,211.0018803303657
Málaga,Huesca,716.9076884153479
Málaga,Illes Balears,733.0571339518849
Málaga,Jaén,168.92600401473547
Málaga,La Rioja,641.7905841282037
Málaga,León,646.035036828725
Málaga,Lleida,747.3360100787277
Málaga,Lugo,736.2230545978879
Málaga,Madrid,426.04019397043885
Málaga,Melilla,226.69791471764904
Málaga,Murcia,323.18751884737765
Málaga,Málaga,0.0
Málaga,Navarra,702.9226828496943
Málaga,Ourense,660.1475097274131
Málaga,Palencia,614.3540934183495
Málaga,Pontevedra,706.0984485984919
Málaga,Salamanca,460.10127026548173
Málaga,Segovia,492.97430022591755
Málaga,Sevilla,117.91436259318276
Málaga,Soria,573.502541125443
Málaga,Tarragona,687.5579292006015
Málaga,Teruel,544.4223251670088
Málaga,Toledo,347.0317734740248
Málaga,Valencia/València,454.9885033765433
Málaga,Valladolid,540.9437197518122
Málaga,Vizcaya,737.8132489392266
Málaga,Zamora,559.3130473517688
Málaga,Zaragoza,605.2066118047018
Málaga,Álava,685.8705166559402
Málaga,Ávila,428.0832826192985
Navarra,A Coruña,550.526986143243
Navarra,Albacete,424.18099399399676
Navarra,Alicante/Alacant,475.14000524653153
Navarra,Almería,619.9666701909184
Navarra,Asturias,352.0903475634045
Navarra,Badajoz,581.7335572317153
Navarra,Barcelona,330.2554590869636
Navarra,Burgos,160.75284589399553
Navarra,Cantabria,190.71677583213437
Navarra,Castellón/Castelló,310.84572656253687
Navarra,Ceuta,817.4125759877357
Navarra,Ciudad Real,454.048362666646
Navarra,Cuenca,310.1138473996149
Navarra,Cáceres,483.8247872263271
Navarra,Cádiz,759.2971776684775
Navarra,Córdoba,590.0145205403994
Navarra,Girona,374.96261700345406
Navarra,Granada,630.0642119130581
Navarra,Guadalajara,224.22921827903764
Navarra,Guipúzcoa,61.309329128511855
Navarra,Huelva,708.5419383105399
Navarra,Huesca,152.3372880432223
Navarra,Illes Balears,518.9105555995642
Navarra,Jaén,545.0943247163763
Navarra,La Rioja,82.3705625750714
Navarra,León,332.6251693902144
Navarra,Lleida,243.78579532566454
Navarra,Lugo,466.62948648329603
Navarra,Madrid,289.59993188726855
Navarra,Melilla,830.08311383228
Navarra,Murcia,524.8246637142425
Navarra,Málaga,702.9226828496943
Navarra,Navarra,0.0
Navarra,Ourense,494.69134427999137
Navarra,Palencia,234.00484700730314
Navarra,Pontevedra,561.3453423097036
Navarra,Salamanca,409.20841623552207
Navarra,Segovia,253.4310997995212
Navarra,Sevilla,679.3762370281212
Navarra,Soria,131.00503426007083
Navarra,Tarragona,281.78727912773627
Navarra,Teruel,235.3146546579164
Navarra,Toledo,376.447198151104
Navarra,Valencia/València,391.9695090680324
Navarra,Valladolid,279.9277965156687
Navarra,Vizcaya,108.12407762870343
Navarra,Zamora,356.22156007887116
Navarra,Zaragoza,132.17318960080786
Navarra,Álava,77.49379401672793
Navarra,Ávila,354.50385650071786
Ourense,A Coruña,117.05796957069504
Ourense,Albacete,616.4169813650426
Ourense,Alicante/Alacant,741.1208961608029
Ourense,Almería,725.0288195522353
Ourense,Asturias,190.82939801538046
Ourense,Badajoz,416.93836003373093
Ourense,Barcelona,809.3182761558047
Ourense,Burgos,340.4563142602535
Ourense,Cantabria,330.23604195763954
Ourense,Castellón/Castelló,670.6717360249255
Ourense,Ceuta,735.2454429182588
Ourense,Ciudad Real,497.465487336096
Ourense,Cuenca,527.4590828965373
Ourense,Cáceres,300.05658754329664
Ourense,Cádiz,649.8065035367325
Ourense,Córdoba,544.0501355002835
Ourense,Girona,864.8236625867847
Ourense,Granada,671.7514610635923
Ourense,Guadalajara,446.7706334274478
Ourense,Guipúzcoa,465.599551302687
Ourense,Huelva,517.9654077147743
Ourense,Huesca,634.5471070447768
Ourense,Illes Balears,940.6180908880792
Ourense,Jaén,596.106119145945
Ourense,La Rioja,421.08817685448895
Ourense,León,162.801972442873
Ourense,Lleida,723.1417195097324
Ourense,Lugo,94.83466132397685
Ourense,Madrid,385.34484995071995
Ourense,Melilla,875.8619617359278
Ourense,Murcia,720.4243920392696
Ourense,Málaga,660.1475097274131
Ourense,Navarra,494.69134427999137
Ourense,Ourense,9.493529796600342e-05
Ourense,Palencia,262.8068645653407
Ourense,Pontevedra,70.99995488690868
Ourense,Salamanca,217.0674052819212
Ourense,Segovia,327.5187516005282
Ourense,Sevilla,562.6729707478379
Ourense,Soria,435.5827720219704
Ourense,Tarragona,732.2682329898743
Ourense,Teruel,598.1044767891782
Ourense,Toledo,390.3132262697303
Ourense,Valencia/València,687.8921916921284
Ourense,Valladolid,249.09097824440934
Ourense,Vizcaya,418.36185508392026
Ourense,Zamora,164.5836419440619
Ourense,Zaragoza,539.6003926837201
Ourense,Álava,418.5787743031128
Ourense,Ávila,290.31067266763
Palencia,A Coruña,333.70161334432385
Palencia,Albacete,440.94046215918155
Palencia,Alicante/Alacant,544.3003685972175
Palencia,Almería,602.1930289462191
Palencia,Asturias,164.78150519275627
Palencia,Badajoz,426.43106785824637
Palencia,Barcelona,547.5127715951677
Palencia,Burgos,77.96128958786805
Palencia,Cantabria,117.19068609062401
Palencia,Castellón/Castelló,434.92768191209774
Palencia,Ceuta,717.4182493282867
Palencia,Ciudad Real,383.0189987633987
Palencia,Cuenca,327.9736001154983
Palencia,Cáceres,304.85609015917873
Palencia,Cádiz,643.5822677451173
Palencia,Córdoba,489.89197411294424
Palencia,Girona,602.020906944315
Palencia,Granada,578.6083564707538
Palencia,Guadalajara,225.5627768768464
Palencia,Guipúzcoa,214.45599843448727
Palencia,Huelva,554.9458251281635
Palencia,Huesca,371.83653908821964
Palencia,Illes Balears,694.4067042566754
Palencia,Jaén,490.70826484156606
Palencia,La Rioja,158.29443052811635
Palencia,León,105.66769446594945
Palencia,Lleida,460.9660745495642
Palencia,Lugo,251.0771106324591
Palencia,Madrid,208.69516253687374
Palencia,Melilla,792.7569037467217
Palencia,Murcia,552.9573690713355
Palencia,Málaga,614.3540934183495
Palencia,Navarra,234.00484700730314
Palencia,Ourense,262.8068645653407
Palencia,Palencia,0.0
Palencia,Pontevedra,331.490730600976
Palencia,Salamanca,205.5916932277935
Palencia,Segovia,130.98889129221132
Palencia,Sevilla,554.6794975388946
Palencia,Soria,181.5963022310127
Palencia,Tarragona,475.02512964001113
Palencia,Teruel,356.1594503775997
Palencia,Toledo,270.0085238252275
Palencia,Valencia/València,475.4888390856392
Palencia,Valladolid,77.15849722461773
Palencia,Vizcaya,177.06752260621965
Palencia,Zamora,126.5981294032376
Palencia,Zaragoza,282.8008218782055
Palencia,Álava,160.70713866292962
Palencia,Ávila,190.71039970544544
Pontevedra,A Coruña,84.57042882087856
Pontevedra,Albacete,682.8866672904047
Pontevedra,Alicante/Alacant,809.0340950917657
Pontevedra,Almería,783.5801818084049
Pontevedra,Asturias,238.59607981988063
Pontevedra,Badajoz,459.1693454889248
Pontevedra,Barcelona,878.7924291526009
Pontevedra,Burgos,409.3992478605222
Pontevedra,Cantabria,390.371021037517
Pontevedra,Castellón/Castelló,741.497750934138
Pontevedra,Ceuta,773.8968753699056
Pontevedra,Ciudad Real,558.351232905159
Pontevedra,Cuenca,596.6875680553642
Pontevedra,Cáceres,350.99697273453967
Pontevedra,Cádiz,687.5731852539925
Pontevedra,Córdoba,594.2586932102247
Pontevedra,Girona,933.1963025301108
Pontevedra,Granada,726.2063214297013
Pontevedra,Guadalajara,517.493690798344
Pontevedra,Guipúzcoa,529.351780448792
Pontevedra,Huelva,549.2608627461123
Pontevedra,Huesca,703.2697058443401
Pontevedra,Illes Balears,1011.6088858957842
Pontevedra,Jaén,653.7682563536093
Pontevedra,La Rioja,489.4652931824735
Pontevedra,León,228.74844641268822
Pontevedra,Lleida,792.3923422148348
Pontevedra,Lugo,119.46616522208699
Pontevedra,Madrid,454.4893237526313
Pontevedra,Melilla,925.9854916396714
Pontevedra,Murcia,785.1973560267476
Pontevedra,Málaga,706.0984485984919
Pontevedra,Navarra,561.3453423097036
Pontevedra,Ourense,70.99995488690868
Pontevedra,Palencia,331.490730600976
Pontevedra,Pontevedra,0.0
Pontevedra,Salamanca,279.2449420396311
Pontevedra,Segovia,398.2125304644414
Pontevedra,Sevilla,603.0846408746827
Pontevedra,Soria,506.12240393069214
Pontevedra,Tarragona,802.7805860276966
Pontevedra,Teruel,669.0963494227722
Pontevedra,Toledo,454.65910394259396
Pontevedra,Valencia/València,757.3598443935183
Pontevedra,Valladolid,320.08838650601024
Pontevedra,Vizcaya,480.509263691817
Pontevedra,Zamora,235.344672602038
Pontevedra,Zaragoza,610.0362836167837
Pontevedra,Álava,484.5782842854828
Pontevedra,Ávila,356.57076931642587
Salamanca,A Coruña,332.26541196284995
Salamanca,Albacete,405.9030015051218
Salamanca,Alicante/Alacant,534.9091506281003
Salamanca,Almería,508.3537319642854
Salamanca,Asturias,284.6881391924202
Salamanca,Badajoz,236.36043247049986
Salamanca,Barcelona,675.1100858006946
Salamanca,Burgos,254.30096637069772
Salamanca,Cantabria,321.3536925675012
Salamanca,Castellón/Castelló,491.8877146500899
Salamanca,Ceuta,548.8512497115981
Salamanca,Ciudad Real,280.39881569752555
Salamanca,Cuenca,330.76469663051796
Salamanca,Cáceres,108.04267276640113
Salamanca,Cádiz,467.7472823358014
Salamanca,Córdoba,338.22955681895553
Salamanca,Girona,741.8536133327582
Salamanca,Granada,458.360837710136
Salamanca,Guadalajara,273.7025027529768
Salamanca,Guipúzcoa,407.53924459149255
Salamanca,Huelva,359.72548623370363
Salamanca,Huesca,516.6533917183782
Salamanca,Illes Balears,765.5466385400418
Salamanca,Jaén,380.1002350871122
Salamanca,La Rioja,326.8601254270448
Salamanca,León,193.16696014917838
Salamanca,Lleida,594.702672516986
Salamanca,Lugo,279.25801327722
Salamanca,Madrid,193.04705323719446
Salamanca,Melilla,666.8198183386414
Salamanca,Murcia,506.2243092201797
Salamanca,Málaga,460.10127026548173
Salamanca,Navarra,409.20841623552207
Salamanca,Ourense,217.0674052819212
Salamanca,Palencia,205.5916932277935
Salamanca,Pontevedra,279.2449420396311
Salamanca,Salamanca,0.0
Salamanca,Segovia,167.2043345364352
Salamanca,Sevilla,377.5069732754539
Salamanca,Soria,303.7604042262748
Salamanca,Tarragona,583.2936049059277
Salamanca,Teruel,430.20048227420494
Salamanca,Toledo,175.89236607296766
Salamanca,Valencia/València,490.64093827793437
Salamanca,Valladolid,134.21258716545242
Salamanca,Vizcaya,378.5555173390394
Salamanca,Zamora,104.0015455118768
Salamanca,Zaragoza,401.1093326633351
Salamanca,Álava,349.1199393883089
Salamanca,Ávila,84.57836839531574
Segovia,A Coruña,423.9999480393233
Segovia,Albacete,314.25856838407987
Segovia,Alicante/Alacant,425.9335888610772
Segovia,Almería,471.2104934869391
Segovia,Asturias,288.3702011513299
Segovia,Badajoz,332.91051221355315
Segovia,Barcelona,508.7358501068759
Segovia,Burgos,122.65955281084103
Segovia,Cantabria,230.93274323658216
Segovia,Castellón/Castelló,343.41876412403906
Segovia,Ceuta,600.4869607110762
Segovia,Ciudad Real,254.32032713578593
Segovia,Cuenca,207.73634717407907
Segovia,Cáceres,230.43882193321755
Segovia,Cádiz,531.6875315184453
Segovia,Córdoba,370.24243131749927
Segovia,Girona,574.7280442758554
Segovia,Granada,449.60848760889945
Segovia,Guadalajara,119.28516453164936
Segovia,Guipúzcoa,265.85662455406253
Segovia,Huelva,461.7194282746352
Segovia,Huesca,349.79732728326326
Segovia,Illes Balears,614.9404572881823
Segovia,Jaén,361.29224328871106
Segovia,La Rioja,173.71526702107775
Segovia,León,207.81865520281522
Segovia,Lleida,427.6298124298593
Segovia,Lugo,348.590058859955
Segovia,Madrid,77.79601307980043
Segovia,Melilla,663.3457280732439
Segovia,Murcia,425.6801352504435
Segovia,Málaga,492.97430022591755
Segovia,Navarra,253.4310997995212
Segovia,Ourense,327.5187516005282
Segovia,Palencia,130.98889129221132
Segovia,Pontevedra,398.2125304644414
Segovia,Salamanca,167.2043345364352
Segovia,Segovia,0.0
Segovia,Sevilla,445.6010900178742
Segovia,Soria,137.40457607722516
Segovia,Tarragona,419.42145913178746
Segovia,Teruel,273.2747674473561
Segovia,Toledo,145.97326973583534
Segovia,Valencia/València,364.5459393932769
Segovia,Valladolid,82.78509207073579
Segovia,Vizcaya,252.0631908284313
Segovia,Zamora,162.9381616771646
Segovia,Zaragoza,234.11804191620388
Segovia,Álava,207.7444093196149
Segovia,Ávila,101.23882307100145
Sevilla,A Coruña,677.4531711851439
Sevilla,Albacete,372.4483067782096
Sevilla,Alicante/Alacant,480.54667825369813
Sevilla,Almería,294.60244220700235
Sevilla,Asturias,661.9911937970224
Sevilla,Badajoz,145.93075248650922
Sevilla,Barcelona,817.2763577039776
Sevilla,Burgos,568.1753529104581
Sevilla,Cantabria,669.2432753278945
Sevilla,Castellón/Castelló,567.4943621013706
Sevilla,Ceuta,172.9941661290282
Sevilla,Ciudad Real,239.82840701530304
Sevilla,Cuenca,414.2247461271895
Sevilla,Cáceres,271.33079460938006
Sevilla,Cádiz,90.29588291075893
Sevilla,Córdoba,104.209022643614
Sevilla,Girona,895.6615274251673
Sevilla,Granada,206.35446665735765
Sevilla,Guadalajara,460.12059749602156
Sevilla,Guipúzcoa,705.7141627710696
Sevilla,Huelva,96.46647619886828
Sevilla,Huesca,718.414085168687
Sevilla,Illes Balears,792.0622813020316
Sevilla,Jaén,209.3934413174892
Sevilla,La Rioja,609.5751823887509
Sevilla,León,569.68973355309
Sevilla,Lleida,762.2527408396091
Sevilla,Lugo,644.44009986273
Sevilla,Madrid,390.7424524584402
Sevilla,Melilla,343.29856975470216
Sevilla,Murcia,393.26778003907265
Sevilla,Málaga,117.91436259318276
Sevilla,Navarra,679.3762370281212
Sevilla,Ourense,562.6729707478379
Sevilla,Palencia,554.6794975388946
Sevilla,Pontevedra,603.0846408746827
Sevilla,Salamanca,377.5069732754539
Sevilla,Segovia,445.6010900178742
Sevilla,Sevilla,0.0
Sevilla,Soria,548.4309373527035
Sevilla,Tarragona,711.8591554029664
Sevilla,Teruel,556.8800333871148
Sevilla,Toledo,304.5315359488623
Sevilla,Valencia/València,498.52828900800006
Sevilla,Valladolid,478.1478148958339
Sevilla,Vizcaya,697.3401830831084
Sevilla,Zamora,480.7718436583463
Sevilla,Zaragoza,599.3724672486036
Sevilla,Álava,649.8901813913508
Sevilla,Ávila,363.97317287156073
Soria,A Coruña,514.8212107008474
Soria,Albacete,314.21105396656515
Soria,Alicante/Alacant,390.6700392271506
Soria,Almería,503.3115972601441
Soria,Asturias,339.392834391931
Soria,Badajoz,454.0892466510325
Soria,Barcelona,377.8353979101097
Soria,Burgos,109.7246540716967
Soria,Cantabria,212.699698008347
Soria,Castellón/Castelló,257.8321851681986
Soria,Ceuta,687.4047286241243
Soria,Ciudad Real,324.3873109667565
Soria,Cuenca,195.00347545547393
Soria,Cáceres,363.97402645581116
Soria,Cádiz,628.3706162725474
Soria,Córdoba,459.289439823486
Soria,Girona,440.3881822582779
Soria,Granada,505.4942006384809
Soria,Guadalajara,96.51965550384563
Soria,Guipúzcoa,166.22679964672977
Soria,Huelva,579.5854346933235
Soria,Huesca,212.97100547763787
Soria,Illes Balears,512.8286311379519
Soria,Jaén,418.9214054927409
Soria,La Rioja,74.78063489299232
Soria,León,286.5144436122829
Soria,Lleida,294.10464070124834
Soria,Lugo,432.5994477530798
Soria,Madrid,159.5409721725658
Soria,Melilla,710.5066402966476
Soria,Murcia,422.1979133816216
Soria,Málaga,573.502541125443
Soria,Navarra,131.00503426007083
Soria,Ourense,435.5827720219704
Soria,Palencia,181.5963022310127
Soria,Pontevedra,506.12240393069214
Soria,Salamanca,303.7604042262748
Soria,Segovia,137.40457607722516
Soria,Sevilla,548.4309373527035
Soria,Soria,0.0
Soria,Tarragona,296.68546265355417
Soria,Teruel,177.23763777966704
Soria,Toledo,246.23425208457797
Soria,Valencia/València,313.2887917715802
Soria,Valladolid,191.51437398215757
Soria,Vizcaya,179.2748090596513
Soria,Zamora,277.354621399122
Soria,Zaragoza,104.16153551780464
Soria,Álava,122.29236867569546
Soria,Ávila,236.6801179808259
Tarragona,A Coruña,808.3802550649634
Tarragona,Albacete,352.47872146219356
Tarragona,Alicante/Alacant,315.46903631393104
Tarragona,Almería,533.4785655321315
Tarragona,Asturias,621.3449945592388
Tarragona,Badajoz,667.239137282518
Tarragona,Barcelona,105.41753302841973
Tarragona,Burgos,398.17547548677646
Tarragona,Cantabria,467.9724085216891
Tarragona,Castellón/Castelló,150.33080798075778
Tarragona,Ceuta,801.596144028207
Tarragona,Ciudad Real,474.7478370147064
Tarragona,Cuenca,302.6645866979338
Tarragona,Cáceres,615.2311147623948
Tarragona,Cádiz,769.9015105121601
Tarragona,Córdoba,608.1838506341227
Tarragona,Girona,183.97005503808035
Tarragona,Granada,582.2086855888713
Tarragona,Guadalajara,311.3444027593942
Tarragona,Guipúzcoa,340.60753608638925
Tarragona,Huelva,773.7909799759559
Tarragona,Huesca,138.7148480122711
Tarragona,Illes Balears,238.12633790399298
Tarragona,Jaén,519.5218187803519
Tarragona,La Rioja,325.3883684588538
Tarragona,León,580.6928176329028
Tarragona,Lleida,80.49377760183505
Tarragona,Lugo,725.0715390542616
Tarragona,Madrid,398.5682508509249
Tarragona,Melilla,736.5172943505736
Tarragona,Murcia,403.8673324838495
Tarragona,Málaga,687.5579292006015
Tarragona,Navarra,281.78727912773627
Tarragona,Ourense,732.2682329898743
Tarragona,Palencia,475.02512964001113
Tarragona,Pontevedra,802.7805860276966
Tarragona,Salamanca,583.2936049059277
Tarragona,Segovia,419.42145913178746
Tarragona,Sevilla,711.8591554029664
Tarragona,Soria,296.68546265355417
Tarragona,Tarragona,0.00013425878593145295
Tarragona,Teruel,162.43879353851688
Tarragona,Toledo,464.0184591375125
Tarragona,Valencia/València,244.61739369161592
Tarragona,Valladolid,486.46413679161225
Tarragona,Vizcaya,389.91134744647565
Tarragona,Zamora,572.8170061959933
Tarragona,Zaragoza,192.79963022761655
Tarragona,Álava,350.77328399223904
Tarragona,Ávila,503.9539768660245
Teruel,A Coruña,686.0350676546361
Teruel,Albacete,219.5628554953237
Teruel,Alicante/Alacant,241.35857955556168
Teruel,Almería,416.10369662747866
Teruel,Asturias,516.4682331013447
Teruel,Badajoz,505.2635028758062
Teruel,Barcelona,265.60838225825864
Teruel,Burgos,286.93198441216026
Teruel,Cantabria,384.3975548022655
Teruel,Castellón/Castelló,81.20646095644467
Teruel,Ceuta,660.3809288065418
Teruel,Ciudad Real,317.4865204393312
Teruel,Cuenca,143.11664475527547
Teruel,Cáceres,454.32594734684835
Teruel,Cádiz,620.6315071937305
Teruel,Córdoba,454.5365202531824
Teruel,Girona,342.11108286357506
Teruel,Granada,448.3874226577122
Teruel,Guadalajara,156.75012605397458
Teruel,Guipúzcoa,294.4567805801592
Teruel,Huelva,614.242338031921
Teruel,Huesca,177.62006319602
Teruel,Illes Balears,342.5140117256312
Teruel,Jaén,375.6597216424288
Teruel,La Rioja,235.29184692561694
Teruel,León,458.8522450267597
Teruel,Lleida,205.43851658833347
Teruel,Lugo,605.3939626818359
Teruel,Madrid,240.25063361711082
Teruel,Melilla,627.0083727492404
Teruel,Murcia,302.647539827789
Teruel,Málaga,544.4223251670088
Teruel,Navarra,235.3146546579164
Teruel,Ourense,598.1044767891782
Teruel,Palencia,356.1594503775997
Teruel,Pontevedra,669.0963494227722
Teruel,Salamanca,430.20048227420494
Teruel,Segovia,273.2747674473561
Teruel,Sevilla,556.8800333871148
Teruel,Soria,177.23763777966704
Teruel,Tarragona,162.43879353851688
Teruel,Teruel,0.0
Teruel,Toledo,301.79428367463726
Teruel,Valencia/València,157.56315684115728
Teruel,Valladolid,349.0221102668099
Teruel,Vizcaya,329.6394105942647
Teruel,Zamora,434.28631794407926
Teruel,Zaragoza,103.25050805019643
Teruel,Álava,276.3943818410314
Teruel,Ávila,348.1327518377799
Toledo,A Coruña,502.6098343413379
Toledo,Albacete,230.79494078552918
Toledo,Alicante/Alacant,361.6484869147325
Toledo,Almería,344.6654234955027
Toledo,Asturias,410.80341412462906
Toledo,Badajoz,211.76522280238882
Toledo,Barcelona,565.4074618416912
Toledo,Burgos,267.6499440733356
Toledo,Cantabria,376.49375472527186
Toledo,Castellón/Castelló,346.1029232259045
Toledo,Ceuta,454.9157220295224
Toledo,Ciudad Real,116.27149508498904
Toledo,Cuenca,173.52416042488835
Toledo,Cáceres,156.64362138354136
Toledo,Cádiz,388.20587360893245
Toledo,Córdoba,224.42800170406895
Toledo,Girona,639.6033070402435
Toledo,Granada,310.36286151636506
Toledo,Guadalajara,166.75031271495604
Toledo,Guipúzcoa,401.18642444094985
Toledo,Huelva,334.1146445100828
Toledo,Huesca,435.0661256236332
Toledo,Illes Balears,614.7082466339069
Toledo,Jaén,223.93740355949274
Toledo,La Rioja,305.0644628728677
Toledo,León,320.2077661855937
Toledo,Lleida,495.5289548381602
Toledo,Lugo,440.34816681171924
Toledo,Madrid,86.84729134333953
Toledo,Melilla,524.5971657062921
Toledo,Murcia,330.53872291554245
Toledo,Málaga,347.0317734740248
Toledo,Navarra,376.447198151104
Toledo,Ourense,390.3132262697303
Toledo,Palencia,270.0085238252275
Toledo,Pontevedra,454.65910394259396
Toledo,Salamanca,175.89236607296766
Toledo,Segovia,145.97326973583534
Toledo,Sevilla,304.5315359488623
Toledo,Soria,246.23425208457797
Toledo,Tarragona,464.0184591375125
Toledo,Teruel,301.79428367463726
Toledo,Toledo,0.0
Toledo,Valencia/València,325.3573299779649
Toledo,Valladolid,201.15584247529657
Toledo,Vizcaya,394.48803375520447
Toledo,Zamora,244.71522381415687
Toledo,Zaragoza,312.2933080050139
Toledo,Álava,345.6465763586324
Toledo,Ávila,102.30914641426418
Valencia/València,A Coruña,788.3750665143486
Valencia/València,Albacete,126.2782866965299
Valencia/València,Alicante/Alacant,83.90196724212664
Valencia/València,Almería,289.1623039657808
Valencia/València,Asturias,640.2107764067707
Valencia/València,Badajoz,489.61274521376356
Valencia/València,Barcelona,343.4912830440246
Valencia/València,Burgos,417.5099806117967
Valencia/València,Cantabria,525.9884894550094
Valencia/València,Castellón/Castelló,99.64120496059232
Valencia/València,Ceuta,565.642767354965
Valencia/València,Ciudad Real,281.7652323720272
Valencia/València,Cuenca,160.87439875793535
Valencia/València,Cáceres,479.44503548368704
Valencia/València,Cádiz,543.8394485204632
Valencia/València,Córdoba,395.0853872013878
Valencia/València,Girona,421.33990634923924
Valencia/València,Granada,343.575341920282
Valencia/València,Guadalajara,250.60451548102807
Valencia/València,Guipúzcoa,449.9652953320301
Valencia/València,Huelva,574.422652137183
Valencia/València,Huesca,321.9221839842757
Valencia/València,Illes Balears,300.00704185641354
Valencia/València,Jaén,292.75827894094334
Valencia/València,La Rioja,381.55385062191624
Valencia/València,León,569.5477991382039
